observation,Count
"('athletic', 'ADP')",1
"('athletic', 'PRON')",1
"('athletic', 'DET')",1
"('athletic', 'PRT')",1
"('athletic', 'ADV')",1
"('athletic', '.')",1
"('Bach', 'X')",1
"('Bach', 'NUM')",1
"('Bach', 'NOUN')",2
"('Bach', 'CONJ')",1
"('Bach', 'VERB')",1
"('Bach', 'ADJ')",1
"('Bach', 'ADP')",1
"('Bach', 'PRON')",1
"('Bach', 'DET')",1
"('Bach', 'PRT')",1
"('Bach', 'ADV')",1
"('Bach', '.')",1
"('lessons', 'X')",1
"('lessons', 'NUM')",1
"('lessons', 'NOUN')",3
"('lessons', 'CONJ')",1
"('lessons', 'VERB')",1
"('lessons', 'ADJ')",1
"('lessons', 'ADP')",1
"('lessons', 'PRON')",1
"('lessons', 'DET')",1
"('lessons', 'PRT')",1
"('lessons', 'ADV')",1
"('lessons', '.')",1
"('4.4', 'X')",1
"('4.4', 'NUM')",2
"('4.4', 'NOUN')",1
"('4.4', 'CONJ')",1
"('4.4', 'VERB')",1
"('4.4', 'ADJ')",1
"('4.4', 'ADP')",1
"('4.4', 'PRON')",1
"('4.4', 'DET')",1
"('4.4', 'PRT')",1
"('4.4', 'ADV')",1
"('4.4', '.')",1
"('trembling', 'X')",1
"('trembling', 'NUM')",1
"('trembling', 'NOUN')",1
"('trembling', 'CONJ')",1
"('trembling', 'VERB')",3
"('trembling', 'ADJ')",1
"('trembling', 'ADP')",1
"('trembling', 'PRON')",1
"('trembling', 'DET')",1
"('trembling', 'PRT')",1
"('trembling', 'ADV')",1
"('trembling', '.')",1
"('Thank', 'X')",1
"('Thank', 'NUM')",1
"('Thank', 'NOUN')",1
"('Thank', 'CONJ')",1
"('Thank', 'VERB')",4
"('Thank', 'ADJ')",1
"('Thank', 'ADP')",1
"('Thank', 'PRON')",1
"('Thank', 'DET')",1
"('Thank', 'PRT')",1
"('Thank', 'ADV')",1
"('Thank', '.')",1
"('humorous', 'X')",1
"('humorous', 'NUM')",1
"('humorous', 'NOUN')",1
"('humorous', 'CONJ')",1
"('humorous', 'VERB')",1
"('humorous', 'ADJ')",3
"('humorous', 'ADP')",1
"('humorous', 'PRON')",1
"('humorous', 'DET')",1
"('humorous', 'PRT')",1
"('humorous', 'ADV')",1
"('humorous', '.')",1
"('jolting', 'X')",1
"('jolting', 'NUM')",1
"('jolting', 'NOUN')",1
"('jolting', 'CONJ')",1
"('jolting', 'VERB')",2
"('jolting', 'ADJ')",1
"('jolting', 'ADP')",1
"('jolting', 'PRON')",1
"('jolting', 'DET')",1
"('jolting', 'PRT')",1
"('jolting', 'ADV')",1
"('jolting', '.')",1
"(""Player's"", 'X')",1
"(""Player's"", 'NUM')",1
"(""Player's"", 'NOUN')",5
"(""Player's"", 'CONJ')",1
"(""Player's"", 'VERB')",1
"(""Player's"", 'ADJ')",1
"(""Player's"", 'ADP')",1
"(""Player's"", 'PRON')",1
"(""Player's"", 'DET')",1
"(""Player's"", 'PRT')",1
"(""Player's"", 'ADV')",1
"(""Player's"", '.')",1
"('kick-offs', 'X')",1
"('kick-offs', 'NUM')",1
"('kick-offs', 'NOUN')",2
"('kick-offs', 'CONJ')",1
"('kick-offs', 'VERB')",1
"('kick-offs', 'ADJ')",1
"('kick-offs', 'ADP')",1
"('kick-offs', 'PRON')",1
"('kick-offs', 'DET')",1
"('kick-offs', 'PRT')",1
"('kick-offs', 'ADV')",1
"('kick-offs', '.')",1
"('customers', 'X')",1
"('customers', 'NUM')",1
"('customers', 'NOUN')",11
"('customers', 'CONJ')",1
"('customers', 'VERB')",1
"('customers', 'ADJ')",1
"('customers', 'ADP')",1
"('customers', 'PRON')",1
"('customers', 'DET')",1
"('customers', 'PRT')",1
"('customers', 'ADV')",1
"('customers', '.')",1
"('debentures', 'X')",1
"('debentures', 'NUM')",1
"('debentures', 'NOUN')",7
"('debentures', 'CONJ')",1
"('debentures', 'VERB')",1
"('debentures', 'ADJ')",1
"('debentures', 'ADP')",1
"('debentures', 'PRON')",1
"('debentures', 'DET')",1
"('debentures', 'PRT')",1
"('debentures', 'ADV')",1
"('debentures', '.')",1
"('Broadcasting', 'X')",1
"('Broadcasting', 'NUM')",1
"('Broadcasting', 'NOUN')",1
"('Broadcasting', 'CONJ')",1
"('Broadcasting', 'VERB')",4
"('Broadcasting', 'ADJ')",1
"('Broadcasting', 'ADP')",1
"('Broadcasting', 'PRON')",1
"('Broadcasting', 'DET')",1
"('Broadcasting', 'PRT')",1
"('Broadcasting', 'ADV')",1
"('Broadcasting', '.')",1
"('BAM', 'X')",1
"('BAM', 'NUM')",1
"('BAM', 'NOUN')",5
"('BAM', 'CONJ')",1
"('BAM', 'VERB')",1
"('BAM', 'ADJ')",1
"('BAM', 'ADP')",1
"('BAM', 'PRON')",1
"('BAM', 'DET')",1
"('BAM', 'PRT')",1
"('BAM', 'ADV')",1
"('BAM', '.')",1
"(""horse's"", 'X')",1
"(""horse's"", 'NUM')",1
"(""horse's"", 'NOUN')",2
"(""horse's"", 'CONJ')",1
"(""horse's"", 'VERB')",1
"(""horse's"", 'ADJ')",1
"(""horse's"", 'ADP')",1
"(""horse's"", 'PRON')",1
"(""horse's"", 'DET')",1
"(""horse's"", 'PRT')",1
"(""horse's"", 'ADV')",1
"(""horse's"", '.')",1
"('rooftop', 'X')",1
"('rooftop', 'NUM')",1
"('rooftop', 'NOUN')",2
"('rooftop', 'CONJ')",1
"('rooftop', 'VERB')",1
"('rooftop', 'ADJ')",1
"('rooftop', 'ADP')",1
"('rooftop', 'PRON')",1
"('rooftop', 'DET')",1
"('rooftop', 'PRT')",1
"('rooftop', 'ADV')",1
"('rooftop', '.')",1
"('boosting', 'X')",1
"('boosting', 'NUM')",1
"('boosting', 'NOUN')",1
"('boosting', 'CONJ')",1
"('boosting', 'VERB')",2
"('boosting', 'ADJ')",1
"('boosting', 'ADP')",1
"('boosting', 'PRON')",1
"('boosting', 'DET')",1
"('boosting', 'PRT')",1
"('boosting', 'ADV')",1
"('boosting', '.')",1
"('shops', 'X')",1
"('shops', 'NUM')",1
"('shops', 'NOUN')",3
"('shops', 'CONJ')",1
"('shops', 'VERB')",1
"('shops', 'ADJ')",1
"('shops', 'ADP')",1
"('shops', 'PRON')",1
"('shops', 'DET')",1
"('shops', 'PRT')",1
"('shops', 'ADV')",1
"('shops', '.')",1
"('cadenza', 'X')",1
"('cadenza', 'NUM')",1
"('cadenza', 'NOUN')",3
"('cadenza', 'CONJ')",1
"('cadenza', 'VERB')",1
"('cadenza', 'ADJ')",1
"('cadenza', 'ADP')",1
"('cadenza', 'PRON')",1
"('cadenza', 'DET')",1
"('cadenza', 'PRT')",1
"('cadenza', 'ADV')",1
"('cadenza', '.')",1
"('whether', 'X')",1
"('whether', 'NUM')",1
"('whether', 'NOUN')",1
"('whether', 'CONJ')",1
"('whether', 'VERB')",1
"('whether', 'ADJ')",1
"('whether', 'ADP')",61
"('whether', 'PRON')",1
"('whether', 'DET')",1
"('whether', 'PRT')",1
"('whether', 'ADV')",1
"('whether', '.')",1
"('start', 'X')",1
"('start', 'NUM')",1
"('start', 'NOUN')",24
"('start', 'CONJ')",1
"('start', 'VERB')",28
"('start', 'ADJ')",1
"('start', 'ADP')",1
"('start', 'PRON')",1
"('start', 'DET')",1
"('start', 'PRT')",1
"('start', 'ADV')",1
"('start', '.')",1
"('recording', 'X')",1
"('recording', 'NUM')",1
"('recording', 'NOUN')",5
"('recording', 'CONJ')",1
"('recording', 'VERB')",6
"('recording', 'ADJ')",1
"('recording', 'ADP')",1
"('recording', 'PRON')",1
"('recording', 'DET')",1
"('recording', 'PRT')",1
"('recording', 'ADV')",1
"('recording', '.')",1
"('98', 'X')",1
"('98', 'NUM')",2
"('98', 'NOUN')",1
"('98', 'CONJ')",1
"('98', 'VERB')",1
"('98', 'ADJ')",1
"('98', 'ADP')",1
"('98', 'PRON')",1
"('98', 'DET')",1
"('98', 'PRT')",1
"('98', 'ADV')",1
"('98', '.')",1
"('hotdogs', 'X')",1
"('hotdogs', 'NUM')",1
"('hotdogs', 'NOUN')",2
"('hotdogs', 'CONJ')",1
"('hotdogs', 'VERB')",1
"('hotdogs', 'ADJ')",1
"('hotdogs', 'ADP')",1
"('hotdogs', 'PRON')",1
"('hotdogs', 'DET')",1
"('hotdogs', 'PRT')",1
"('hotdogs', 'ADV')",1
"('hotdogs', '.')",1
"(""York's"", 'X')",1
"(""York's"", 'NUM')",1
"(""York's"", 'NOUN')",3
"(""York's"", 'CONJ')",1
"(""York's"", 'VERB')",1
"(""York's"", 'ADJ')",1
"(""York's"", 'ADP')",1
"(""York's"", 'PRON')",1
"(""York's"", 'DET')",1
"(""York's"", 'PRT')",1
"(""York's"", 'ADV')",1
"(""York's"", '.')",1
"('invoked', 'X')",1
"('invoked', 'NUM')",1
"('invoked', 'NOUN')",1
"('invoked', 'CONJ')",1
"('invoked', 'VERB')",3
"('invoked', 'ADJ')",1
"('invoked', 'ADP')",1
"('invoked', 'PRON')",1
"('invoked', 'DET')",1
"('invoked', 'PRT')",1
"('invoked', 'ADV')",1
"('invoked', '.')",1
"('trace', 'X')",1
"('trace', 'NUM')",1
"('trace', 'NOUN')",1
"('trace', 'CONJ')",1
"('trace', 'VERB')",3
"('trace', 'ADJ')",1
"('trace', 'ADP')",1
"('trace', 'PRON')",1
"('trace', 'DET')",1
"('trace', 'PRT')",1
"('trace', 'ADV')",1
"('trace', '.')",1
"('Spirit', 'X')",1
"('Spirit', 'NUM')",1
"('Spirit', 'NOUN')",9
"('Spirit', 'CONJ')",1
"('Spirit', 'VERB')",1
"('Spirit', 'ADJ')",1
"('Spirit', 'ADP')",1
"('Spirit', 'PRON')",1
"('Spirit', 'DET')",1
"('Spirit', 'PRT')",1
"('Spirit', 'ADV')",1
"('Spirit', '.')",1
"('uneasy', 'X')",1
"('uneasy', 'NUM')",1
"('uneasy', 'NOUN')",1
"('uneasy', 'CONJ')",1
"('uneasy', 'VERB')",1
"('uneasy', 'ADJ')",4
"('uneasy', 'ADP')",1
"('uneasy', 'PRON')",1
"('uneasy', 'DET')",1
"('uneasy', 'PRT')",1
"('uneasy', 'ADV')",1
"('uneasy', '.')",1
"('Trooper', 'X')",1
"('Trooper', 'NUM')",1
"('Trooper', 'NOUN')",2
"('Trooper', 'CONJ')",1
"('Trooper', 'VERB')",1
"('Trooper', 'ADJ')",1
"('Trooper', 'ADP')",1
"('Trooper', 'PRON')",1
"('Trooper', 'DET')",1
"('Trooper', 'PRT')",1
"('Trooper', 'ADV')",1
"('Trooper', '.')",1
"('Jan.', 'X')",1
"('Jan.', 'NUM')",1
"('Jan.', 'NOUN')",19
"('Jan.', 'CONJ')",1
"('Jan.', 'VERB')",1
"('Jan.', 'ADJ')",1
"('Jan.', 'ADP')",1
"('Jan.', 'PRON')",1
"('Jan.', 'DET')",1
"('Jan.', 'PRT')",1
"('Jan.', 'ADV')",1
"('Jan.', '.')",1
"('windshield', 'X')",1
"('windshield', 'NUM')",1
"('windshield', 'NOUN')",3
"('windshield', 'CONJ')",1
"('windshield', 'VERB')",1
"('windshield', 'ADJ')",1
"('windshield', 'ADP')",1
"('windshield', 'PRON')",1
"('windshield', 'DET')",1
"('windshield', 'PRT')",1
"('windshield', 'ADV')",1
"('windshield', '.')",1
"('letters', 'X')",1
"('letters', 'NUM')",1
"('letters', 'NOUN')",22
"('letters', 'CONJ')",1
"('letters', 'VERB')",1
"('letters', 'ADJ')",1
"('letters', 'ADP')",1
"('letters', 'PRON')",1
"('letters', 'DET')",1
"('letters', 'PRT')",1
"('letters', 'ADV')",1
"('letters', '.')",1
"('Winston', 'X')",1
"('Winston', 'NUM')",1
"('Winston', 'NOUN')",3
"('Winston', 'CONJ')",1
"('Winston', 'VERB')",1
"('Winston', 'ADJ')",1
"('Winston', 'ADP')",1
"('Winston', 'PRON')",1
"('Winston', 'DET')",1
"('Winston', 'PRT')",1
"('Winston', 'ADV')",1
"('Winston', '.')",1
"('stating', 'X')",1
"('stating', 'NUM')",1
"('stating', 'NOUN')",1
"('stating', 'CONJ')",1
"('stating', 'VERB')",4
"('stating', 'ADJ')",1
"('stating', 'ADP')",1
"('stating', 'PRON')",1
"('stating', 'DET')",1
"('stating', 'PRT')",1
"('stating', 'ADV')",1
"('stating', '.')",1
"('downstream', 'X')",1
"('downstream', 'NUM')",1
"('downstream', 'NOUN')",1
"('downstream', 'CONJ')",1
"('downstream', 'VERB')",1
"('downstream', 'ADJ')",1
"('downstream', 'ADP')",1
"('downstream', 'PRON')",1
"('downstream', 'DET')",1
"('downstream', 'PRT')",1
"('downstream', 'ADV')",2
"('downstream', '.')",1
"('investment', 'X')",1
"('investment', 'NUM')",1
"('investment', 'NOUN')",13
"('investment', 'CONJ')",1
"('investment', 'VERB')",1
"('investment', 'ADJ')",1
"('investment', 'ADP')",1
"('investment', 'PRON')",1
"('investment', 'DET')",1
"('investment', 'PRT')",1
"('investment', 'ADV')",1
"('investment', '.')",1
"('titular', 'X')",1
"('titular', 'NUM')",1
"('titular', 'NOUN')",1
"('titular', 'CONJ')",1
"('titular', 'VERB')",1
"('titular', 'ADJ')",2
"('titular', 'ADP')",1
"('titular', 'PRON')",1
"('titular', 'DET')",1
"('titular', 'PRT')",1
"('titular', 'ADV')",1
"('titular', '.')",1
"('well-informed', 'X')",1
"('well-informed', 'NUM')",1
"('well-informed', 'NOUN')",1
"('well-informed', 'CONJ')",1
"('well-informed', 'VERB')",1
"('well-informed', 'ADJ')",3
"('well-informed', 'ADP')",1
"('well-informed', 'PRON')",1
"('well-informed', 'DET')",1
"('well-informed', 'PRT')",1
"('well-informed', 'ADV')",1
"('well-informed', '.')",1
"('broadened', 'X')",1
"('broadened', 'NUM')",1
"('broadened', 'NOUN')",1
"('broadened', 'CONJ')",1
"('broadened', 'VERB')",3
"('broadened', 'ADJ')",1
"('broadened', 'ADP')",1
"('broadened', 'PRON')",1
"('broadened', 'DET')",1
"('broadened', 'PRT')",1
"('broadened', 'ADV')",1
"('broadened', '.')",1
"('Judgment', 'X')",1
"('Judgment', 'NUM')",1
"('Judgment', 'NOUN')",2
"('Judgment', 'CONJ')",1
"('Judgment', 'VERB')",1
"('Judgment', 'ADJ')",1
"('Judgment', 'ADP')",1
"('Judgment', 'PRON')",1
"('Judgment', 'DET')",1
"('Judgment', 'PRT')",1
"('Judgment', 'ADV')",1
"('Judgment', '.')",1
"(""architects'"", 'X')",1
"(""architects'"", 'NUM')",1
"(""architects'"", 'NOUN')",2
"(""architects'"", 'CONJ')",1
"(""architects'"", 'VERB')",1
"(""architects'"", 'ADJ')",1
"(""architects'"", 'ADP')",1
"(""architects'"", 'PRON')",1
"(""architects'"", 'DET')",1
"(""architects'"", 'PRT')",1
"(""architects'"", 'ADV')",1
"(""architects'"", '.')",1
"('Tuberculosis', 'X')",1
"('Tuberculosis', 'NUM')",1
"('Tuberculosis', 'NOUN')",2
"('Tuberculosis', 'CONJ')",1
"('Tuberculosis', 'VERB')",1
"('Tuberculosis', 'ADJ')",1
"('Tuberculosis', 'ADP')",1
"('Tuberculosis', 'PRON')",1
"('Tuberculosis', 'DET')",1
"('Tuberculosis', 'PRT')",1
"('Tuberculosis', 'ADV')",1
"('Tuberculosis', '.')",1
"('presentness', 'X')",1
"('presentness', 'NUM')",1
"('presentness', 'NOUN')",2
"('presentness', 'CONJ')",1
"('presentness', 'VERB')",1
"('presentness', 'ADJ')",1
"('presentness', 'ADP')",1
"('presentness', 'PRON')",1
"('presentness', 'DET')",1
"('presentness', 'PRT')",1
"('presentness', 'ADV')",1
"('presentness', '.')",1
"('am', 'X')",1
"('am', 'NUM')",1
"('am', 'NOUN')",1
"('am', 'CONJ')",1
"('am', 'VERB')",41
"('am', 'ADJ')",1
"('am', 'ADP')",1
"('am', 'PRON')",1
"('am', 'DET')",1
"('am', 'PRT')",1
"('am', 'ADV')",1
"('am', '.')",1
"('pokes', 'X')",1
"('pokes', 'NUM')",1
"('pokes', 'NOUN')",1
"('pokes', 'CONJ')",1
"('pokes', 'VERB')",2
"('pokes', 'ADJ')",1
"('pokes', 'ADP')",1
"('pokes', 'PRON')",1
"('pokes', 'DET')",1
"('pokes', 'PRT')",1
"('pokes', 'ADV')",1
"('pokes', '.')",1
"('Ionic', 'X')",1
"('Ionic', 'NUM')",1
"('Ionic', 'NOUN')",1
"('Ionic', 'CONJ')",1
"('Ionic', 'VERB')",1
"('Ionic', 'ADJ')",2
"('Ionic', 'ADP')",1
"('Ionic', 'PRON')",1
"('Ionic', 'DET')",1
"('Ionic', 'PRT')",1
"('Ionic', 'ADV')",1
"('Ionic', '.')",1
"('powers', 'X')",1
"('powers', 'NUM')",1
"('powers', 'NOUN')",14
"('powers', 'CONJ')",1
"('powers', 'VERB')",2
"('powers', 'ADJ')",1
"('powers', 'ADP')",1
"('powers', 'PRON')",1
"('powers', 'DET')",1
"('powers', 'PRT')",1
"('powers', 'ADV')",1
"('powers', '.')",1
"('spring', 'X')",1
"('spring', 'NUM')",1
"('spring', 'NOUN')",29
"('spring', 'CONJ')",1
"('spring', 'VERB')",1
"('spring', 'ADJ')",1
"('spring', 'ADP')",1
"('spring', 'PRON')",1
"('spring', 'DET')",1
"('spring', 'PRT')",1
"('spring', 'ADV')",1
"('spring', '.')",1
"('blabbed', 'X')",1
"('blabbed', 'NUM')",1
"('blabbed', 'NOUN')",1
"('blabbed', 'CONJ')",1
"('blabbed', 'VERB')",2
"('blabbed', 'ADJ')",1
"('blabbed', 'ADP')",1
"('blabbed', 'PRON')",1
"('blabbed', 'DET')",1
"('blabbed', 'PRT')",1
"('blabbed', 'ADV')",1
"('blabbed', '.')",1
"(""Lopatnikoff's"", 'X')",1
"(""Lopatnikoff's"", 'NUM')",1
"(""Lopatnikoff's"", 'NOUN')",2
"(""Lopatnikoff's"", 'CONJ')",1
"(""Lopatnikoff's"", 'VERB')",1
"(""Lopatnikoff's"", 'ADJ')",1
"(""Lopatnikoff's"", 'ADP')",1
"(""Lopatnikoff's"", 'PRON')",1
"(""Lopatnikoff's"", 'DET')",1
"(""Lopatnikoff's"", 'PRT')",1
"(""Lopatnikoff's"", 'ADV')",1
"(""Lopatnikoff's"", '.')",1
"('booby-trap', 'X')",1
"('booby-trap', 'NUM')",1
"('booby-trap', 'NOUN')",2
"('booby-trap', 'CONJ')",1
"('booby-trap', 'VERB')",1
"('booby-trap', 'ADJ')",1
"('booby-trap', 'ADP')",1
"('booby-trap', 'PRON')",1
"('booby-trap', 'DET')",1
"('booby-trap', 'PRT')",1
"('booby-trap', 'ADV')",1
"('booby-trap', '.')",1
"('flattering', 'X')",1
"('flattering', 'NUM')",1
"('flattering', 'NOUN')",1
"('flattering', 'CONJ')",1
"('flattering', 'VERB')",2
"('flattering', 'ADJ')",1
"('flattering', 'ADP')",1
"('flattering', 'PRON')",1
"('flattering', 'DET')",1
"('flattering', 'PRT')",1
"('flattering', 'ADV')",1
"('flattering', '.')",1
"('Rumford', 'X')",1
"('Rumford', 'NUM')",1
"('Rumford', 'NOUN')",2
"('Rumford', 'CONJ')",1
"('Rumford', 'VERB')",1
"('Rumford', 'ADJ')",1
"('Rumford', 'ADP')",1
"('Rumford', 'PRON')",1
"('Rumford', 'DET')",1
"('Rumford', 'PRT')",1
"('Rumford', 'ADV')",1
"('Rumford', '.')",1
"('Jr.', 'X')",1
"('Jr.', 'NUM')",1
"('Jr.', 'NOUN')",49
"('Jr.', 'CONJ')",1
"('Jr.', 'VERB')",1
"('Jr.', 'ADJ')",1
"('Jr.', 'ADP')",1
"('Jr.', 'PRON')",1
"('Jr.', 'DET')",1
"('Jr.', 'PRT')",1
"('Jr.', 'ADV')",1
"('Jr.', '.')",1
"('leaped', 'X')",1
"('leaped', 'NUM')",1
"('leaped', 'NOUN')",1
"('leaped', 'CONJ')",1
"('leaped', 'VERB')",3
"('leaped', 'ADJ')",1
"('leaped', 'ADP')",1
"('leaped', 'PRON')",1
"('leaped', 'DET')",1
"('leaped', 'PRT')",1
"('leaped', 'ADV')",1
"('leaped', '.')",1
"('horns', 'X')",1
"('horns', 'NUM')",1
"('horns', 'NOUN')",2
"('horns', 'CONJ')",1
"('horns', 'VERB')",1
"('horns', 'ADJ')",1
"('horns', 'ADP')",1
"('horns', 'PRON')",1
"('horns', 'DET')",1
"('horns', 'PRT')",1
"('horns', 'ADV')",1
"('horns', '.')",1
"('churns', 'X')",1
"('churns', 'NUM')",1
"('churns', 'NOUN')",1
"('churns', 'CONJ')",1
"('churns', 'VERB')",2
"('churns', 'ADJ')",1
"('churns', 'ADP')",1
"('churns', 'PRON')",1
"('churns', 'DET')",1
"('churns', 'PRT')",1
"('churns', 'ADV')",1
"('churns', '.')",1
"('Christi', 'X')",1
"('Christi', 'NUM')",1
"('Christi', 'NOUN')",3
"('Christi', 'CONJ')",1
"('Christi', 'VERB')",1
"('Christi', 'ADJ')",1
"('Christi', 'ADP')",1
"('Christi', 'PRON')",1
"('Christi', 'DET')",1
"('Christi', 'PRT')",1
"('Christi', 'ADV')",1
"('Christi', '.')",1
"('fingers', 'X')",1
"('fingers', 'NUM')",1
"('fingers', 'NOUN')",4
"('fingers', 'CONJ')",1
"('fingers', 'VERB')",1
"('fingers', 'ADJ')",1
"('fingers', 'ADP')",1
"('fingers', 'PRON')",1
"('fingers', 'DET')",1
"('fingers', 'PRT')",1
"('fingers', 'ADV')",1
"('fingers', '.')",1
"('perky', 'X')",1
"('perky', 'NUM')",1
"('perky', 'NOUN')",1
"('perky', 'CONJ')",1
"('perky', 'VERB')",1
"('perky', 'ADJ')",2
"('perky', 'ADP')",1
"('perky', 'PRON')",1
"('perky', 'DET')",1
"('perky', 'PRT')",1
"('perky', 'ADV')",1
"('perky', '.')",1
"('Rockies', 'X')",1
"('Rockies', 'NUM')",1
"('Rockies', 'NOUN')",3
"('Rockies', 'CONJ')",1
"('Rockies', 'VERB')",1
"('Rockies', 'ADJ')",1
"('Rockies', 'ADP')",1
"('Rockies', 'PRON')",1
"('Rockies', 'DET')",1
"('Rockies', 'PRT')",1
"('Rockies', 'ADV')",1
"('Rockies', '.')",1
"('pronouncements', 'X')",1
"('pronouncements', 'NUM')",1
"('pronouncements', 'NOUN')",2
"('pronouncements', 'CONJ')",1
"('pronouncements', 'VERB')",1
"('pronouncements', 'ADJ')",1
"('pronouncements', 'ADP')",1
"('pronouncements', 'PRON')",1
"('pronouncements', 'DET')",1
"('pronouncements', 'PRT')",1
"('pronouncements', 'ADV')",1
"('pronouncements', '.')",1
"('difficulty', 'X')",1
"('difficulty', 'NUM')",1
"('difficulty', 'NOUN')",7
"('difficulty', 'CONJ')",1
"('difficulty', 'VERB')",1
"('difficulty', 'ADJ')",1
"('difficulty', 'ADP')",1
"('difficulty', 'PRON')",1
"('difficulty', 'DET')",1
"('difficulty', 'PRT')",1
"('difficulty', 'ADV')",1
"('difficulty', '.')",1
"('amalgamated', 'X')",1
"('amalgamated', 'NUM')",1
"('amalgamated', 'NOUN')",1
"('amalgamated', 'CONJ')",1
"('amalgamated', 'VERB')",2
"('amalgamated', 'ADJ')",1
"('amalgamated', 'ADP')",1
"('amalgamated', 'PRON')",1
"('amalgamated', 'DET')",1
"('amalgamated', 'PRT')",1
"('amalgamated', 'ADV')",1
"('amalgamated', '.')",1
"('first', 'X')",1
"('first', 'NUM')",1
"('first', 'NOUN')",1
"('first', 'CONJ')",1
"('first', 'VERB')",1
"('first', 'ADJ')",247
"('first', 'ADP')",1
"('first', 'PRON')",1
"('first', 'DET')",1
"('first', 'PRT')",1
"('first', 'ADV')",44
"('first', '.')",1
"('Martin', 'X')",1
"('Martin', 'NUM')",1
"('Martin', 'NOUN')",25
"('Martin', 'CONJ')",1
"('Martin', 'VERB')",1
"('Martin', 'ADJ')",1
"('Martin', 'ADP')",1
"('Martin', 'PRON')",1
"('Martin', 'DET')",1
"('Martin', 'PRT')",1
"('Martin', 'ADV')",1
"('Martin', '.')",1
"(""Mississippi's"", 'X')",1
"(""Mississippi's"", 'NUM')",1
"(""Mississippi's"", 'NOUN')",3
"(""Mississippi's"", 'CONJ')",1
"(""Mississippi's"", 'VERB')",1
"(""Mississippi's"", 'ADJ')",1
"(""Mississippi's"", 'ADP')",1
"(""Mississippi's"", 'PRON')",1
"(""Mississippi's"", 'DET')",1
"(""Mississippi's"", 'PRT')",1
"(""Mississippi's"", 'ADV')",1
"(""Mississippi's"", '.')",1
"('Morton', 'X')",1
"('Morton', 'NUM')",1
"('Morton', 'NOUN')",14
"('Morton', 'CONJ')",1
"('Morton', 'VERB')",1
"('Morton', 'ADJ')",1
"('Morton', 'ADP')",1
"('Morton', 'PRON')",1
"('Morton', 'DET')",1
"('Morton', 'PRT')",1
"('Morton', 'ADV')",1
"('Morton', '.')",1
"('wrap', 'X')",1
"('wrap', 'NUM')",1
"('wrap', 'NOUN')",1
"('wrap', 'CONJ')",1
"('wrap', 'VERB')",2
"('wrap', 'ADJ')",1
"('wrap', 'ADP')",1
"('wrap', 'PRON')",1
"('wrap', 'DET')",1
"('wrap', 'PRT')",1
"('wrap', 'ADV')",1
"('wrap', '.')",1
"('promotional', 'X')",1
"('promotional', 'NUM')",1
"('promotional', 'NOUN')",1
"('promotional', 'CONJ')",1
"('promotional', 'VERB')",1
"('promotional', 'ADJ')",3
"('promotional', 'ADP')",1
"('promotional', 'PRON')",1
"('promotional', 'DET')",1
"('promotional', 'PRT')",1
"('promotional', 'ADV')",1
"('promotional', '.')",1
"('frolicking', 'X')",1
"('frolicking', 'NUM')",1
"('frolicking', 'NOUN')",1
"('frolicking', 'CONJ')",1
"('frolicking', 'VERB')",2
"('frolicking', 'ADJ')",1
"('frolicking', 'ADP')",1
"('frolicking', 'PRON')",1
"('frolicking', 'DET')",1
"('frolicking', 'PRT')",1
"('frolicking', 'ADV')",1
"('frolicking', '.')",1
"('Fashion', 'X')",1
"('Fashion', 'NUM')",1
"('Fashion', 'NOUN')",3
"('Fashion', 'CONJ')",1
"('Fashion', 'VERB')",1
"('Fashion', 'ADJ')",1
"('Fashion', 'ADP')",1
"('Fashion', 'PRON')",1
"('Fashion', 'DET')",1
"('Fashion', 'PRT')",1
"('Fashion', 'ADV')",1
"('Fashion', '.')",1
"('incidents', 'X')",1
"('incidents', 'NUM')",1
"('incidents', 'NOUN')",5
"('incidents', 'CONJ')",1
"('incidents', 'VERB')",1
"('incidents', 'ADJ')",1
"('incidents', 'ADP')",1
"('incidents', 'PRON')",1
"('incidents', 'DET')",1
"('incidents', 'PRT')",1
"('incidents', 'ADV')",1
"('incidents', '.')",1
"('29-5', 'X')",1
"('29-5', 'NUM')",2
"('29-5', 'NOUN')",1
"('29-5', 'CONJ')",1
"('29-5', 'VERB')",1
"('29-5', 'ADJ')",1
"('29-5', 'ADP')",1
"('29-5', 'PRON')",1
"('29-5', 'DET')",1
"('29-5', 'PRT')",1
"('29-5', 'ADV')",1
"('29-5', '.')",1
"('Shawano', 'X')",1
"('Shawano', 'NUM')",1
"('Shawano', 'NOUN')",2
"('Shawano', 'CONJ')",1
"('Shawano', 'VERB')",1
"('Shawano', 'ADJ')",1
"('Shawano', 'ADP')",1
"('Shawano', 'PRON')",1
"('Shawano', 'DET')",1
"('Shawano', 'PRT')",1
"('Shawano', 'ADV')",1
"('Shawano', '.')",1
"('conquered', 'X')",1
"('conquered', 'NUM')",1
"('conquered', 'NOUN')",1
"('conquered', 'CONJ')",1
"('conquered', 'VERB')",2
"('conquered', 'ADJ')",1
"('conquered', 'ADP')",1
"('conquered', 'PRON')",1
"('conquered', 'DET')",1
"('conquered', 'PRT')",1
"('conquered', 'ADV')",1
"('conquered', '.')",1
"('grapefruit', 'X')",1
"('grapefruit', 'NUM')",1
"('grapefruit', 'NOUN')",2
"('grapefruit', 'CONJ')",1
